Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
warlock-style-electric-bass-4-string-satin-black,"Warlock-Style Electric Bass — 4-String, Satin Black","<p>A four-string electric bass built on the same aggressive pointed body as the warlock guitars, finished in satin black. Long-scale bolt-on neck, split/single pickup pairing with volume and tone controls, and a solid bridge with individual saddle adjustment. A stage-ready bass for rock and metal players who want the look to match.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Bass Guitar,"Bass Guitars, Guitars & Bass, bass guitar, electric bass, 4-string, metal bass, warlock, black",true,Title,Default Title,,,,,GTR-26,4200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-26-01.jpg,1,"Warlock-Style Electric Bass — 4-String, Satin Black — Bob Music Store",false,"Warlock-Style Electric Bass — 4-String, Satin Black","A four-string electric bass built on the same aggressive pointed body as the warlock guitars, finished in satin black — Bob Music Store, Beirut.",g,active
flying-v-electric-guitar-gloss-red,Flying V Electric Guitar — Gloss Red,"<p>A classic V-shape electric guitar in gloss red with cream binding. Twin humbuckers deliver thick rhythm tone and a cutting lead voice, the bolt-on neck gives easy upper-fret access, and the through-body bridge holds tuning. The V body sits naturally against the leg when seated and looks unmistakable on stage.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, electric guitar, flying v, v-shape, red, rock, metal",true,Title,Default Title,,,,,GTR-27,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-27-01.jpg,1,Flying V Electric Guitar — Gloss Red — Bob Music Store,false,Flying V Electric Guitar — Gloss Red,"A classic V-shape electric guitar in gloss red with cream binding. Twin humbuckers deliver thick rhythm tone and a cutting lead — Bob Music Store, Beirut.",g,active
beast-style-electric-guitar-gloss-black-multi-point-body,"Beast-Style Electric Guitar — Gloss Black, Multi-Point Body","<p>An extreme multi-point ""beast"" body in gloss black — one of the most striking shapes on the wall. Twin humbuckers with three-way switching, bolt-on neck with dot-inlaid fingerboard, and a fixed bridge. Built for players who want maximum stage presence with a straightforward, reliable electric platform underneath.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, electric guitar, metal guitar, beast, pointed body, black, rock",true,Title,Default Title,,,,,GTR-28,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-28-01.jpg,1,"Beast-Style Electric Guitar — Gloss Black, Multi-Point Body — Bob Music Store",false,"Beast-Style Electric Guitar — Gloss Black, Multi-Point Body","An extreme multi-point ""beast"" body in gloss black — one of the most striking shapes on the wall — Bob Music Store, Beirut.",g,active
hipower-ar-50-professional-dynamic-headset-microphone,HiPower AR-50 Professional Dynamic Headset Microphone,"<p>A dynamic headset microphone on an adjustable over-ear frame — hands free for presenters, fitness instructors, worship leaders and performers who need to move. Cardioid capsule for good rejection of stage spill, foam windshield included, and a standard jack termination. Supplied sealed on its retail card.</p>",HiPower,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Microphone Stands,Microphone,"Microphones, Audio & Studio, microphone, headset microphone, dynamic, hands free, presentation, vocal",true,Title,Default Title,,,,,PA-36,550,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-36-01.jpg,1,HiPower AR-50 Professional Dynamic Headset Microphone — Bob Music Store,false,HiPower AR-50 Professional Dynamic Headset Microphone,"A dynamic headset microphone on an adjustable over-ear frame — hands free for presenters, fitness instructors, worship leaders — Bob Music Store, Beirut.",g,active
lavalier-clip-on-microphone-smartphone-camera-compatible,Lavalier Clip-On Microphone — Smartphone & Camera Compatible,"<p>A clip-on lavalier microphone for phones, tablets and cameras — the quickest way to make spoken-word video sound far better than the built-in mic. Omnidirectional capsule on a long cable with a sprung lapel clip and windshield. Works with iOS and Android handsets, laptops and most compact cameras.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Microphone Stands,Microphone,"Microphones, Audio & Studio, microphone, lavalier, lapel mic, clip on, smartphone, content creation, video",true,Title,Default Title,,,,,PA-37,550,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-37-01.jpg,1,Lavalier Clip-On Microphone — Smartphone & Camera Compatible — Bob Music Store,false,Lavalier Clip-On Microphone — Smartphone & Camera Compatible,"A clip-on lavalier microphone for phones, tablets and cameras — the quickest way to make spoken-word video sound far better — Bob Music Store, Beirut.",g,active
coron-phaser-effects-pedal-orange,Coron Phaser Effects Pedal — Orange,"<p>A compact analogue-voiced phaser in a bright orange enclosure with Depth, Rate and Feedback controls plus a level trim — enough range to go from a slow, syrupy sweep to a fast, vocal warble. True stompbox format with a metal footswitch and standard in/out jacks.</p>",Coron,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, phaser, guitar pedal, modulation, stompbox, coron",true,Title,Default Title,,,,,PA-38,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-38-01.jpg,1,Coron Phaser Effects Pedal — Orange — Bob Music Store,false,Coron Phaser Effects Pedal — Orange,"A compact analogue-voiced phaser in a bright orange enclosure with Depth, Rate and Feedback controls plus a level trim — enough — Bob Music Store, Beirut.",g,active
fender-two-button-footswitch-channel-select-reverb,Fender Two-Button Footswitch — Channel Select & Reverb,"<p>A genuine Fender two-button footswitch for channel selection and reverb, in the ribbed chrome-and-black housing. Fits the many Fender combos and heads that use the two-button jack, freeing you to switch clean-to-drive and kick reverb in and out without leaving the mic.</p>",Fender,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Footswitch,"Footswitches, Audio & Studio, footswitch, fender, channel select, reverb, amplifier accessory, pedal",true,Title,Default Title,,,,,PA-39,420,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-39-01.jpg,1,Fender Two-Button Footswitch — Channel Select & Reverb — Bob Music Store,false,Fender Two-Button Footswitch — Channel Select & Reverb,"A genuine Fender two-button footswitch for channel selection and reverb, in the ribbed chrome-and-black housing — Bob Music Store, Beirut.",g,active
carlsbro-single-footswitch-with-captive-cable,Carlsbro Single Footswitch with Captive Cable,<p>A single-button Carlsbro footswitch on a captive cable — the standard latching switch for channel or effect selection on Carlsbro amplifiers and many other makes using a mono jack. Steel housing with a rubber base so it stays where you put it.</p>,Carlsbro,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Footswitch,"Footswitches, Audio & Studio, footswitch, carlsbro, amplifier accessory, channel switch, pedal",true,Title,Default Title,,,,,PA-40,420,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-40-01.jpg,1,Carlsbro Single Footswitch with Captive Cable — Bob Music Store,false,Carlsbro Single Footswitch with Captive Cable,"A single-button Carlsbro footswitch on a captive cable — the standard latching switch for channel or effect selection — Bob Music Store, Beirut.",g,active
five-button-footswitch-controller-din-connection,Five-Button Footswitch Controller — DIN Connection,"<p>A five-way footswitch controller on a multi-pin DIN cable, numbered 1 to 5 — for amplifiers, keyboard arrangers and rack units that need more than simple channel switching. Long captive lead, low-profile steel chassis and clearly marked switches you can find in the dark.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Footswitch,"Footswitches, Audio & Studio, footswitch, 5 button, din, amplifier accessory, keyboard, controller",true,Title,Default Title,,,,,PA-41,420,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-41-01.jpg,1,Five-Button Footswitch Controller — DIN Connection — Bob Music Store,false,Five-Button Footswitch Controller — DIN Connection,"A five-way footswitch controller on a multi-pin DIN cable, numbered 1 to 5 — for amplifiers, keyboard arrangers and rack units — Bob Music Store, Beirut.",g,active
carlsbro-glx-three-button-footswitch,Carlsbro GLX Three-Button Footswitch,"<p>The three-button Carlsbro GLX footswitch with status LEDs above each switch, on a long captive cable. Designed for the GLX amplifier range to select channels and engage effects, with the LEDs telling you what is live at a glance.</p>",Carlsbro,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Footswitch,"Footswitches, Audio & Studio, footswitch, carlsbro, glx, 3 button, amplifier accessory",true,Title,Default Title,,,,,PA-42,420,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-42-01.jpg,1,Carlsbro GLX Three-Button Footswitch — Bob Music Store,false,Carlsbro GLX Three-Button Footswitch,"The three-button Carlsbro GLX footswitch with status LEDs above each switch, on a long captive cable — Bob Music Store, Beirut.",g,active
boss-ch-1-super-chorus-pedal,BOSS CH-1 Super Chorus Pedal,"<p>The BOSS CH-1 Super Chorus — the stereo chorus that defined the sound on countless records. E.Level, EQ, Rate and Depth controls take it from a gentle shimmer to a deep, glassy swirl, and the stereo outputs open the sound right up through two amps. Built in the famously indestructible BOSS compact enclosure.</p>",BOSS,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, boss, ch-1, super chorus, chorus, modulation, stompbox",true,Title,Default Title,,,,,PA-43,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-43-01.jpg,1,BOSS CH-1 Super Chorus Pedal — Bob Music Store,false,BOSS CH-1 Super Chorus Pedal,"The BOSS CH-1 Super Chorus — the stereo chorus that defined the sound on countless records — Bob Music Store, Beirut.",g,active
boss-rc-2-loop-station,BOSS RC-2 Loop Station,"<p>The BOSS RC-2 Loop Station — up to 16 minutes of stereo recording across 11 memories, with undo/redo, a built-in rhythm guide and Auto Recording that starts the moment you play. Everything runs from one footswitch, so it works as a practice tool, a writing pad and a full one-person live rig.</p>",BOSS,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, boss, rc-2, loop station, looper, stompbox, recording",true,Title,Default Title,,,,,PA-44,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-44-01.jpg,1,BOSS RC-2 Loop Station — Bob Music Store,false,BOSS RC-2 Loop Station,"The BOSS RC-2 Loop Station — up to 16 minutes of stereo recording across 11 memories, with undo/redo, a built-in rhythm guide — Bob Music Store, Beirut.",g,active
roland-go-mixer-audio-mixer-for-smartphones,Roland GO:MIXER — Audio Mixer for Smartphones,"<p>The Roland GO:MIXER connects guitars, mics, keyboards and line sources straight into a smartphone for clean, multi-input recording — no adapters, no computer. Up to nine inputs mixed with physical knobs, powered by the phone itself, and small enough to live in a gig bag. The tool for musicians making video.</p>",Roland,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Audio Interface,"Studio & Recording, Audio & Studio, audio interface, roland, go mixer, smartphone, recording, content creation, mixer",true,Title,Default Title,,,,,PA-45,240,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-45-01.jpg,1,Roland GO:MIXER — Audio Mixer for Smartphones — Bob Music Store,false,Roland GO:MIXER — Audio Mixer for Smartphones,"The Roland GO:MIXER connects guitars, mics, keyboards and line sources straight into a smartphone for clean, multi-input — Bob Music Store, Beirut.",g,active
kelfar-technologies-ak-2-pro-midi-wind-breath-controller,Kelfar Technologies AK-2 Pro MIDI Wind / Breath Controller,"<p>The Kelfar AK-2 Pro breath controller — a Lebanese-made MIDI wind instrument with a world-scale tuning panel, so quarter-tones and Arabic maqam scales are available directly from the front panel. Breath-driven expression into any MIDI sound module, with per-note tuning buttons across the octave. Rare, and genuinely built for this repertoire.</p>",Kelfar Technologies,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,MIDI Controller,"MIDI Controllers, Audio & Studio, midi controller, wind controller, breath controller, kelfar, ak-2 pro, arabic music, quarter tone",true,Title,Default Title,,,,,PA-46,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-46-01.jpg,1,Kelfar Technologies AK-2 Pro MIDI Wind / Breath Controller — Bob Music Store,false,Kelfar Technologies AK-2 Pro MIDI Wind / Breath Controller,"The Kelfar AK-2 Pro breath controller — a Lebanese-made MIDI wind instrument with a world-scale tuning panel, so quarter-tones — Bob Music Store, Beirut.",g,active
zqs6137-wireless-portable-speaker-6-5-super-bass,"ZQS6137 Wireless Portable Speaker — 6.5"" Super Bass","<p>A 6.5-inch rechargeable party speaker with Bluetooth, USB and card playback, an LED-lit grille and a carry handle. Loud enough for a garden, a classroom or a small function, and it runs off its internal battery for hours. Supplied boxed with charging lead and remote.</p>",Unbranded,Electronics > Audio > Audio Components > Speakers,Speaker,"Speakers & PA, Audio & Studio, speaker, portable speaker, bluetooth, wireless, party speaker, pa, rechargeable",true,Title,Default Title,,,,,PA-47,9000,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-47-01.jpg,1,"ZQS6137 Wireless Portable Speaker — 6.5"" Super Bass — Bob Music Store",false,"ZQS6137 Wireless Portable Speaker — 6.5"" Super Bass","A 6.5-inch rechargeable party speaker with Bluetooth, USB and card playback, an LED-lit grille and a carry handle — Bob Music Store, Beirut.",g,active
